FACID,YR,LAT,LON,LLDESC,LLSRC,RDATUM,CDATE
14669,2024,41.317720,95.930760,main drive,DIG-DOQ,84,2015-05-27
14693,2024,41.217610,95.927710,"main door on the W side of the building, 10 feet W",GPS-WAAS,83,2006-06-01
14939,2024,41.290330,95.901020,west gate entrance,GPS-WAAS,83,2012-08-30
15047,2024,41.219270,96.015600,north drive,DIG-DOQ,83,2008-08-19
15080,2024,41.240789,96.033387,northwesternmost drive to northwest parking lots,GOOGLE,84,2016-03-11
15104,2024,41.214619,96.024131,south drive to employee parking,GOOGLE,84,2016-03-11
15441,2024,41.261088,96.081570,drive from Old Mill Rd,GOOGLE,84,2016-03-11
15756,2024,41.283030,95.902410,"drive (22 St), S Side J St",DIG-DOQ,83,2008-07-02
15806,2024,41.204220,95.951522,"north drive,west side Gomez,just south of R",DIG-DOQ,83,2008-01-28
15808,2024,41.307257,95.904963,5321 Boeing Ct-N Bldg,GOOGLE,84,2022-07-05
15812,2024,41.273130,95.937160,south of elevator along east side N 16th Street,DIG-DOQ,83,2008-02-25
15820,2024,41.217256,96.014239,center of transit building #2,GPS-WAAS,83,2018-12-19
15824,2024,41.218990,96.043360,southeast entrance ~200' south of 84th & F Sts,GPS-WAAS,83,2005-09-21
15833,2024,41.258611,96.015555,"Motor Pool Annex 16 (W edge of campus, 65&Farnum)",DIG-100K,,1996-03-05
16135,2024,41.288915,96.084302,drive,GOOGLE,84,2016-03-11
16633,2024,41.344440,95.984350,40 feet from front door,GPS-WAAS,83,2009-01-23
16969,2024,40.192800,100.590170,site,UNKNOWN,83,2012-03-06
16978,2024,41.255635,95.943683,drive to main parking lot,GOOGLE,84,2016-03-11
17162,2024,41.227107,96.008745,west drive,GOOGLE,84,2016-03-11
17209,2024,41.199320,95.948020,drive,DIG-DOQ,83,2013-03-25
17259,2024,41.199261,95.950478,drive,DIG-DOQ,84,2015-08-20
17282,2024,41.199920,95.949179,driveway,GOOGLE,84,2016-03-11
17288,2024,41.218797,95.957881,plant,GOOGLE,84,2016-03-11
17289,2024,41.212771,95.965198,south drive to employee and visitor parking,GOOGLE,84,2016-03-11
17380,2024,41.313136,95.937137,gate to parking lot,GOOGLE,84,2016-03-11
17409,2024,41.274212,95.925084,gate,GOOGLE,84,2016-03-11
17605,2024,40.157640,95.945310,drive,DIG-DOQ,83,2012-03-08
17738,2024,41.364670,96.058880,entrance to facility,GPS-WAAS,83,2005-09-12
17877,2024,41.471730,103.501730,well location - section 1,UNKNOWN,83,2012-02-28
18110,2024,40.906170,98.378320,southwest corner of property at Webb Road,GPS-WAAS,83,2007-01-04
18390,2024,41.159366,96.145309,"50'S & 15'E of S door, Great Basin Trucks",GPS-DIF,83,2001-06-26
18421,2024,41.201970,96.116500,south of southwest entry door near dock,GPS-WAAS,83,2013-07-16
18773,2024,41.265209,96.078920,site,GOOGLE,84,2018-07-23
19416,2024,41.231238,96.149196,Offset is .0001 degree,ADDMAT,83,1995-08-08
19530,2024,41.215390,96.081390,drive,DIG-DOQ,83,2008-02-25
19819,2024,41.230417,95.948767,UST Pit,GPS-WAAS,83,2010-07-14
19972,2024,41.248411,96.345135,drive to north lakes,GOOGLE,84,2016-03-11
20281,2024,41.301060,95.899490,northwest corner of Eppley Airfield Terminal Bldg,GPS-WAAS,83,2016-03-11
20647,2024,41.284851,96.002992,east drive,GOOGLE,84,2016-03-11
20822,2024,41.219728,96.073880,gate,GOOGLE,84,2016-03-11
20946,2024,41.255625,95.937833,east drive,GOOGLE,84,2016-03-11
21098,2024,41.212730,95.997490,drive,GOOGLE,84,2018-05-17
21201,2024,41.206721,96.127892,building,GOOGLE,84,2016-03-11
21463,2024,41.320147,95.927465,north gate,DIG-DOQ,83,2016-03-01
22048,2024,40.015370,101.939440,drive to east elevator,DIG-DOQ,83,2015-11-17
22136,2024,40.539090,97.591020,approx 25 ft SE from SE cnr of the office building,GPS-WAAS,83,2009-06-17
22138,2024,40.419734,97.728493,20' SW of door,GPS-DIF,83,2000-06-20
22153,2024,40.580341,97.499832,30' S of scale door,GPS-DIF,83,2000-06-20
22194,2024,40.516709,97.596346,60' E of door,GPS-DIF,83,2000-06-20
22222,2024,40.582302,97.602365,drive,GPS-DIF,83,2000-06-20
22275,2024,40.628021,97.711541,20' N of bulk tank filler,GPS-DIF,83,2000-06-20
22282,2024,40.550370,97.595370,30 feet northwest of office building,GPS-WAAS,83,2006-01-20
22288,2024,40.524167,97.607309,15' E of door,GPS-DIF,83,2000-06-20
22291,2024,40.416700,97.586580,north drive,DIG-DOQ,83,2014-05-05
22322,2024,40.525562,97.606063,20' N of door,GPS-DIF,83,2000-06-20
22379,2024,40.497820,97.387688,50'E of door at roadside,GPS-DIF,83,2000-06-20
22390,2024,40.519277,97.595364,gate,GPS-DIF,83,2000-06-20
22412,2024,40.538730,97.596740,entrance gate,GPS-WAAS,83,2011-07-14
22451,2024,40.350893,98.685945,drive,DIG-DOQ,83,2014-02-04
22487,2024,40.089756,98.952294,southeast corner intersection G Street & Hwy 10,GPS-WAAS,83,2019-07-03
22513,2024,40.088660,98.952410,northwest corner Hwy 10 & railroad tracks,DIG-DOQ,83,2008-07-03
22568,2024,40.339514,99.045503,drive on west side property,DIG-DOQ,84,2016-03-11
22580,2024,40.317763,98.900591,drive from Midland St to 127 Main St,GOOGLE,84,2016-03-11
22591,2024,40.299960,98.731700,main drive,DIG-DOQ,83,2015-12-04
22607,2024,40.659680,100.620570,north elevators,DIG-DOQ,83,2015-12-17
22627,2024,40.634322,100.471850,drive,GOOGLE,84,2016-03-11
22629,2024,40.663780,100.029466,drive,GOOGLE,84,2016-03-11
22654,2024,40.656420,100.639850,drive from Hwy 23,DIG-DOQ,83,2015-12-17
22694,2024,41.021521,101.728411,south drive,GOOGLE,84,2019-02-05
22778,2024,40.241940,99.611800,E entrance to facility (approx 50' N of Hwy 136),GPS-WAAS,83,2011-02-25
22936,2024,40.277560,100.190950,west drive at 40827 Hwy 6/34,DIG-DOQ,83,2015-12-04
22982,2024,40.279950,99.776790,highway between drives,DIG-DOQ,83,2015-12-03
23032,2024,40.262924,96.749380,15' W of entrance on W side building,GPS-DIF,83,2000-04-29
23034,2024,40.317320,96.746270,entrance gate,GPS-WAAS,83,2006-03-28
23037,2024,40.046734,96.801545,10' SW of scale in front of building,GPS-DIF,83,2000-04-29
23038,2024,40.459665,96.507143,50' S of entrance by curb,GPS-DIF,83,2000-04-29
23041,2024,40.139564,96.670286,"75'S of entrance, in driveway",GPS-DIF,83,2000-04-29
23052,2024,40.307602,96.841106,20' W of front door,GPS-DIF,83,2000-04-29
23149,2024,40.218646,96.876374,20' W of office,GPS-DIF,83,2000-04-29
23151,2024,40.286647,96.756285,50'E & 25' S of N entrance on E side building,GPS-DIF,83,2000-04-29
23239,2024,40.258673,96.746980,"SE corner of lot, 8' N of tank fill/vents",GPS-DIF,83,2000-04-29
23247,2024,40.262702,96.750826,125'E & 50'S of scale office entrance,GPS-DIF,83,2000-04-29
23275,2024,40.465310,96.848931,30' NW entrance S side street,GPS-DIF,83,2000-04-29
23288,2024,40.071125,96.745977,drive,DIG-DOQ,83,2014-01-28
23340,2024,40.318512,96.833379,N side building by scale,GPS-DIF,83,2000-04-29
23359,2024,40.286840,96.532639,"30' E bulk ammonia tank, little Lp tanks 40' S of",GPS-DIF,83,2000-04-29
23365,2024,40.048759,96.803260,"10' E of gas pumps, 30' E of entrance",GPS-DIF,83,2000-04-29
23369,2024,40.286940,96.535000,main drive south of cardtrol,DIG-DOQ,83,2014-02-12
23382,2024,40.220360,96.746100,"entrance gate, 30694 US Hwy 77, Beatrice",GPS-WAAS,83,2008-11-03
23383,2024,40.319088,96.841376,S side entrance drive on county road,GPS-DIF,83,2000-04-29
23388,2024,40.464634,96.590772,80'W of door to office,GPS-DIF,83,2001-01-02
23458,2024,40.377772,96.718290,"1/2 mi east of Pickrell, between Ammonia bulk & fi",GPS-DIF,83,2012-02-15
23541,2024,40.299877,96.749729,100'E of gas storage tanks in parking lot,GPS-DIF,83,2000-04-29
23668,2024,40.171970,96.671367,"2.5 Miles N of Blue Springs on Walnut St., main ga",GPS-DIF,83,2000-04-29
23689,2024,40.378382,96.726682,"parking 30' N of office,old office 150' across str",GPS-DIF,83,2016-02-29
23697,2024,40.048438,96.577646,"east side scale, 20' from entrance",GPS-DIF,83,2000-04-29
23813,2024,41.415933,102.370427,20' at SE corner of bldg,GPS-DIF,83,2000-04-29
23971,2024,41.781928,99.125510,20'W of door,GPS-DIF,83,2000-04-29
23991,2024,41.770068,99.126233,20'S of door,GPS-DIF,83,2000-04-29
24005,2024,41.782209,99.134432,"70'SW of door, Swcorner of lot",GPS-DIF,83,2000-04-29
24067,2024,40.570560,99.742570,main drive,DIG-DOQ,83,2008-09-30
24103,2024,40.591880,99.858330,20 feet south of administration building,GPS-WAAS,83,2007-01-04
24192,2024,41.998697,101.747037,20' SE of SE corner of building,GPS-DIF,83,2000-04-29
24264,2024,41.461530,98.704070,"general location, east side road",DIG-DOQ,83,2008-03-13
24294,2024,41.552405,98.539501,gate,GPS-DIF,83,2000-05-15
24302,2024,41.683910,98.360280,~20'N of E Railroad St along eastern entrance,GPS-WAAS,83,2006-11-21
24326,2024,40.933808,98.313993,S side of parking area 40' SW of entrance,GPS-DIF,83,2001-07-31
24330,2024,40.942583,98.357703,SE corner of circle drive,GPS-DIF,83,2001-07-31
24342,2024,40.902767,98.386186,Parking lot - 40' SSE of entrance,GPS-DIF,83,2001-07-31
24352,2024,40.922040,98.320390,south entrance at employee parking lot,GPS-WAAS,83,2013-11-04
24364,2024,40.949024,98.358626,Visitor parking off Hwy 281 W of entrance,GPS-DIF,83,2001-07-31
24371,2024,40.900630,98.382310,visitor office parking lot,GPS-WAAS,83,2005-09-29
24402,2024,40.951763,98.358471,Parking SW corner of bldg.,GPS-DIF,83,2001-07-31
24443,2024,40.837500,98.377864,"Parking, 50 yds. W of NW corner of bldg",GPS-DIF,83,2001-07-31
24503,2024,40.907524,98.464245,Main Shop,GPS-DIF,83,2016-03-11
24652,2024,40.886685,98.431436,Drive 20 yards S of door,GPS-DIF,83,2001-07-31
24665,2024,40.937458,98.382706,"Parking, SE corner of office",GPS-DIF,83,2001-07-31
24728,2024,40.949126,98.353810,Parking NW corner of bldg. Across from mailbox,GPS-DIF,83,2001-07-31
24747,2024,40.932981,98.318964,Parking SW corner of entrance,GPS-DIF,83,2001-07-31
24762,2024,40.901110,98.399794,SW corner of lot inside drive,GPS-DIF,83,2001-07-31
24787,2024,40.911658,98.346829,gate northwest corner of property,GOOGLE,84,2016-06-09
24805,2024,40.909489,98.382701,50' S of gate on N side of drive,GPS-DIF,83,2001-07-31
24819,2024,40.907908,98.398952,drive 30 yds NE office,GPS-DIF,83,2016-03-11
24942,2024,40.769901,98.369434,"100' S of office, small parking area",GPS-DIF,83,2001-07-31
24947,2024,40.778220,98.377766,NW corner of lot on drive 15' N of sign,GPS-DIF,83,2001-07-31
24976,2024,40.760340,98.587100,northwest corner of building,GPS-WAAS,83,2006-03-28
24980,2024,40.866720,98.469792,Parking E side of bldg. 12' S of entrance,GPS-DIF,83,2001-07-31
25034,2024,40.910140,98.346860,at front door to entrance of facility,GPS-WAAS,83,2006-03-28
25058,2024,40.916800,98.369230,drive,DIG-DOQ,83,2014-02-20
25071,2024,40.908607,98.396111,10 yards S. of office entry,GPS-DIF,83,2001-07-31
25199,2024,40.900810,98.396520,50 yards west of entrance to building division,GPS-WAAS,83,2009-06-19
25260,2024,40.770470,97.077150,"drive to hangar, offices, landing strip(W sd prop)",DIG-DOQ,83,2008-12-01
25505,2024,40.830390,98.380420,25 feet south of building,GPS-WAAS,83,2006-01-21
25533,2024,40.844163,98.441402,Driveway 30 yds from office,GPS-DIF,83,2001-07-31
25537,2024,40.867844,98.466263,Parking lot - 15' NE of S entrance,GPS-DIF,83,2001-07-31
25609,2024,41.001150,98.603966,curbside N of Hwy 2,GPS-DIF,83,2012-03-21
25637,2024,40.742798,98.377808,"NW corner of parking lot, 30' SW of entrance",GPS-DIF,83,2001-07-31
25639,2024,40.752208,98.378151,N side of drive off service rd.,GPS-DIF,83,2001-07-31
25746,2024,40.863210,98.002760,30 feet south of entrance to main office,GPS-WAAS,83,2006-04-12
25751,2024,40.876141,98.098571,30' W of office door,GPS-DIF,83,2000-08-14
25763,2024,40.863314,98.002773,25' N of NW pump,GPS-DIF,83,2000-08-14
25863,2024,40.773640,98.152787,"parking, 20' S of door",GPS-DIF,83,2000-08-14
25866,2024,40.873440,98.207790,"near front office, in parking lot",GPS-WAAS,83,2006-01-05
25867,2024,40.892837,97.996529,75' N of office door,GPS-DIF,83,2000-08-14
25868,2024,40.874338,98.100904,"E side of building/office, 50' N of new entrance",GPS-DIF,83,2013-06-25
25869,2024,40.879010,97.884540,20'west of northwest corner of co-op shop building,GPS-WAAS,83,2009-10-09
25882,2024,40.860023,98.007329,120' E of scale across road,GPS-DIF,83,2000-08-14
25939,2024,40.871669,98.064450,middle gate,GPS-DIF,83,2000-08-14
25946,2024,40.865179,98.036318,drive,GOOGLE,84,2016-03-11
26014,2024,40.873510,98.091193,15' E of SE corner of office building,GPS-DIF,83,2000-08-14
26043,2024,41.004711,98.010241,"30' E of office, 15' SW of pumps",GPS-DIF,83,2000-08-14
26073,2024,40.106776,99.364178,drive on Brown just S of SW corner of building,DIG-DOQ,83,2014-05-05
26083,2024,40.309490,99.289730,Cross Ave between elevators,DIG-DOQ,83,2016-02-08
26143,2024,40.045678,99.212572,drive from Corp Road A onto Cedar Point Rd,GOOGLE,84,2016-03-11
26160,2024,40.107428,99.362871,drive,DIG-DOQ,83,2013-03-26
26164,2024,40.248958,99.368883,east drive,GOOGLE,84,2016-03-11
26227,2024,40.510020,101.019620,10 feet west of main entrance,UNKNOWN,,2006-12-18
26236,2024,40.147130,101.227430,approximate location,DIG-DOQ,83,2008-12-01
26238,2024,40.230750,100.838590,"N side street, 25' S of bldg, NW cnr Taylor&Warsaw",GPS-WAAS,83,2005-08-25
26240,2024,40.229845,100.837365,building,GOOGLE,84,2020-01-21
26273,2024,40.148350,101.230180,"NE Hwy34(Howard)&Memorial(Beaver), 30'SW of Bldg",GPS-WAAS,83,2005-08-25
26334,2024,40.177600,101.013140,east of office along Main St,GPS-WAAS,83,2006-07-19
26399,2024,42.517125,98.952330,"150' E of entrance, N end of building",GPS-DIF,83,2000-04-29
26403,2024,42.533171,98.978441,10' E of office,GPS-DIF,83,2000-04-29
26412,2024,42.399447,98.417631,20' E of entrance to office,GPS-DIF,83,2000-04-29
26423,2024,42.258334,98.347854,15' SE of office door,GPS-DIF,83,2000-04-29
26428,2024,42.257090,98.345626,40' NW of scale office entrance,GPS-DIF,83,2000-04-29
26466,2024,42.446785,98.619111,65' NW of scale door,GPS-DIF,83,2000-04-29
26557,2024,42.482072,98.658064,10' NE of door,GPS-DIF,83,2000-04-29
26563,2024,42.474259,98.806674,50' N of office by scale,GPS-DIF,83,2000-04-29
26698,2024,42.458103,98.658504,W side of gate,GPS-DIF,83,2000-04-29
26751,2024,42.457778,98.650842,50' S of entrance,GPS-DIF,83,2000-04-29
26802,2024,42.597740,99.140663,15' S of entrance,GPS-DIF,83,2000-04-29
26896,2024,42.041247,101.038286,at gate entrance,GPS-DIF,83,2000-04-29
26923,2024,41.116334,98.544987,"70'N of office building, along roadway",GPS-DIF,83,2000-05-02
26928,2024,41.285076,98.566090,"20' E of door, across from scale",GPS-DIF,83,2000-05-02
26944,2024,41.212095,98.451039,20' NW of door,GPS-DIF,83,2000-05-02
26956,2024,41.219700,98.451700,about 50 ft S of SW corner of junction O & 2nd Sts,GPS-WAAS,83,2006-03-03
27026,2024,41.217494,98.628199,curb 50' E of office,GPS-DIF,83,2000-05-02
27049,2024,41.228362,98.450998,drive,GPS-DIF,83,2010-08-12
27077,2024,40.132994,97.175273,10' N of door,GPS-DIF,83,2000-06-20
27080,2024,40.322572,97.295486,30' NE of door,GPS-DIF,83,2000-06-20
27081,2024,40.302902,96.986279,15' NW of door,GPS-DIF,83,2000-06-20
27086,2024,40.120822,97.161876,50' E & 15' N of office door,GPS-DIF,83,2000-06-20
27097,2024,40.105540,96.935619,15' E of entrance,GPS-DIF,83,2000-06-20
27206,2024,40.306284,96.989216,40' E of door,GPS-DIF,83,2000-06-20
27229,2024,40.058300,97.335640,east drive,DIG-DOQ,83,2015-11-03
27355,2024,40.070222,97.122232,50' W of office door,GPS-DIF,83,2009-10-06
27416,2024,40.364979,96.195878,10'E of door (and outfall 001),GPS-DIF,83,2013-06-25
27417,2024,40.508467,96.164036,60' W of entrance,GPS-DIF,83,2000-04-29
27461,2024,40.362144,96.185529,"W end of building, 100'W of office",GPS-DIF,83,2000-04-29
27473,2024,40.423305,96.290431,20'NE of building,GPS-DIF,83,2000-04-29
27584,2024,40.459835,96.385070,40'E of office,GPS-DIF,83,2000-04-29
27588,2024,40.285590,96.129000,front door ~10' away,GPS-WAAS,83,2005-08-22
27610,2024,40.504030,98.938700,entrance (S of facility) at 9th St,GPS-WAAS,83,2005-10-17
27616,2024,40.476610,99.126920,~20'SE of S door of office bldg/scale of facility,GPS-WAAS,83,2006-11-13
27625,2024,40.425900,99.066990,drive from the north,DIG-DOQ,83,2014-07-17
27696,2024,40.504824,98.945668,building,GOOGLE,84,2022-02-01
27774,2024,40.502570,98.956640,drive located on east side of yard,GPS-WAAS,83,2016-03-11
27811,2024,41.091273,101.887816,"S of Hwy 30 & RR tracks & E of Interstate Link RD,",GPS-DIF,83,2000-04-29
27907,2024,41.126480,101.696000,easternmost drive (main drive),DIG-DOQ,83,2009-01-13
27917,2024,41.126036,101.706292,10' N of NE corner of bldg by office,GPS-DIF,83,2000-04-29
27937,2024,41.113520,101.711286,20' E of SE corner of restaurant,GPS-DIF,83,2016-03-11
27994,2024,41.122040,101.712990,parking lot approx 30 feet from front door,GPS-WAAS,83,2005-10-18
28205,2024,42.833513,99.748140,10' W of entrance,GPS-DIF,83,2000-04-29
28226,2024,42.829962,99.747864,10' W of S end of gate,GPS-DIF,83,2000-04-29
28273,2024,41.239489,103.662473,40' N of office bldg,GPS-DIF,83,2000-04-29
28289,2024,41.238509,103.665491,15' N of NW corner of office,GPS-DIF,83,2000-04-29
28418,2024,41.227494,103.662649,40' NW of NW corner of office bldg,GPS-DIF,83,2000-04-29
28429,2024,41.204220,103.743430,rough location,GOOGLE,84,2016-03-11
28456,2024,42.498810,97.535000,gate into bulk lp tank,GPS-DIF,83,2001-07-31
28457,2024,42.597467,98.033551,"curb, 30' E of door",GPS-DIF,83,2001-07-31
28459,2024,42.597627,97.630495,"55' N of door, drive",GPS-DIF,83,2001-07-31
28472,2024,42.602770,97.645200,scale office,GPS-WAAS,83,2005-10-19
28555,2024,42.596342,98.033362,"curb, 45' W of door",GPS-DIF,83,2001-07-31
28560,2024,42.605661,98.032353,north drive,GPS-DIF,83,2019-02-28
28567,2024,42.499486,97.530646,drive shared between CHS and AGP,GOOGLE,84,2019-02-04
28642,2024,42.597290,97.704390,driveway,GPS-WAAS,83,2005-11-08
28740,2024,42.670190,97.664860,Bloomfield Substa/Op & Maint Area for 2 Wind Farms,DIG-DOQ,83,2012-05-04
28755,2024,42.728575,97.478003,gate,GPS-DIF,83,2001-07-31
28861,2024,40.877950,96.758520,entrance,GPS-WAAS,83,2013-06-25
28863,2024,40.866800,96.619830,entrance to site,GPS-WAAS,83,2009-11-16
28864,2024,40.869553,96.615110,end of drive from shared drive,GOOGLE,84,2016-03-14
28865,2024,40.777100,96.749530,entrance gate,GPS-WAAS,83,2011-03-18
28870,2024,40.848700,96.653800,site,DIG-DOQ,83,2012-01-24
28896,2024,40.956069,96.784254,north drive west end of Clark St,DIG-DOQ,83,2014-01-16
28900,2024,40.818400,96.841000,middle of W Haven Rd,DIG-DOQ,83,2008-12-01
28909,2024,40.850390,96.747020,entrance,UNKNOWN,83,2013-06-25
28915,2024,40.824008,96.684598,drive to east property,GOOGLE,84,2016-03-14
28925,2024,40.697226,96.701583,gate,DIG-DOQ,83,2014-01-17
28926,2024,40.770022,96.701018,drive,GOOGLE,84,2016-03-14
28928,2024,40.766126,96.698323,westernmost drive,GOOGLE,84,2016-03-14
28938,2024,40.855223,96.782097,north drive to parking lot,DIG-DOQ,83,2014-01-17
28939,2024,40.845470,96.740840,east side of building in parking lot,GPS-WAAS,83,2011-02-25
28956,2024,40.852156,96.644343,middle drive of parking lot,GOOGLE,84,2016-03-14
28958,2024,40.760359,96.694489,northeasternmost drive,GOOGLE,84,2016-03-14
28962,2024,40.803060,96.729850,sidewalk outside south main entrance,GPS-WAAS,83,2006-01-17
28966,2024,40.852409,96.734130,west (main) drive,GOOGLE,84,2016-03-14
28998,2024,40.573800,96.704220,drive,DIG-DOQ,83,2008-12-01
29012,2024,40.916982,96.529388,west drive from 141 St,GOOGLE,84,2016-03-14
29060,2024,40.798695,96.716306,drive from shared drive,GOOGLE,84,2016-10-05
29096,2024,40.794160,96.711810,parking lot east of MDS building at 621 Rose St,GPS-WAAS,83,2007-01-19
29219,2024,40.821140,96.657110,drive on 45th St,DIG-DOQ,83,2012-03-08
29229,2024,40.822324,96.682054,drive from alley,GOOGLE,84,2016-03-14
29669,2024,40.870970,96.612267,drive,DIG-DOQ,83,2013-05-09
29857,2024,40.813894,96.735640,drive,GOOGLE,84,2016-03-14
29985,2024,40.811425,96.711745,drive,GOOGLE,84,2016-03-14
30089,2024,40.810167,96.625554,drive,GOOGLE,84,2016-03-14
30181,2024,40.806124,96.685360,west drive,DIG-DOQ,83,2014-05-13
30269,2024,40.889440,96.578910,entrance gate,GPS-WAAS,83,2010-09-01
30298,2024,40.854741,96.682334,drive,GOOGLE,84,2016-03-14
